week,date,seed,controller,sum_q_kW,revenue_usd,rt_cost_usd,penalty_usd,degradation_usd,profit_usd,shortfall_kWh,delivery_ratio,n_obligations,n_delivery_failures,n_fail_warm_start,n_fail_out_of_box,n_fail_clean_in_box,n_warm_starts,T_viol_K,clip_events,mpc_switches,infeasible_starts,market_value_usd,rebound_energy_usd,source,scale
w03-jan-scarcity,2024-01-14,11,B4,320.4910090448665,3.4906247668015498,426.0872728648953,0.0,10.995422107582208,-433.59207020567595,0.0,1.0,1,0,0,0,0,0,0.0,19,0,0,5.377460262454122,-3.2569219712398763,borg,0.5
w03-jan-scarcity,2024-01-14,11,B5,200.0,2.094,1.957361111111111,0.0,0.0,-8.082539193302892,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-8.082539193302892,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,11,B6,300.0,4.088,7.5,0.0,0.0,-3.412,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-3.412,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,12,B1,0.0,0.0,430.1482167575457,0.0,10.122768418792694,-440.2709851763384,0.0,,0,0,0,0,0,0,0.0,22,0,0,0.0,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,12,B2,517.520285267172,6.955472633990791,429.8677721599189,0.033569610764596365,40.895753150381445,-463.84162228707413,1.257288792681512,0.9902822066807879,1,1,0,0,0,1,0.3595111336730099,22,0,1,-23.57063711073573,-0.2804445976267971,borg,0.5
w03-jan-scarcity,2024-01-14,12,B3,328.2140509913286,3.5355321645762525,429.481899188923,0.0,17.83446391676633,-443.7808309411131,0.0,1.0,1,0,0,0,0,0,0.0,21,0,0,-3.5098457647746955,-0.6663175686226737,borg,0.5
w03-jan-scarcity,2024-01-14,12,B4,320.4910090448665,3.4906247668015498,429.3657272381288,0.0,18.517476838745704,-444.39257931007296,0.0,1.0,1,0,0,0,0,0,0.0,21,0,0,-4.121594133734561,-0.782489519416913,borg,0.5
w03-jan-scarcity,2024-01-14,12,B5,200.0,2.094,2.4202083333333335,0.0,0.0,-8.545386415525115,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-8.545386415525115,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,12,B6,300.0,4.088,7.5,0.0,0.0,-3.412,0.0,1.0,0,0,0,0,0,0,0.0,0,0,0,-3.412,0.0,borg,0.5
w03-jan-scarcity,2024-01-14,13,B1,0.0,0.0,429.9171129935099,0.0,11.10720521027826,-441.02431820378814,0.0,,0,0,0,0,0,0,0.0,22,0,0,0.0,0.0,borg,0.5
